,Noise,AMI score,Name,Length
3033,0.15,0.6578138075002937,Curve 6,Length 400
3034,0.2,0.576751197774935,Curve 6,Length 400
3035,smooth,0.4055835251804503,Curve 7,Length 400
3036,0.05,0.4606865924449283,Curve 7,Length 400
3037,0.1,0.4581556070661622,Curve 7,Length 400
3038,0.15,0.3612559629062349,Curve 7,Length 400
3039,0.2,0.3782755566939598,Curve 7,Length 400
3040,smooth,0.5313932156795702,Curve 8,Length 400
3041,0.05,0.7594973476544787,Curve 8,Length 400
3042,0.1,0.5897614880652556,Curve 8,Length 400
3043,0.15,0.5753537120430653,Curve 8,Length 400
3044,0.2,0.5760469529900023,Curve 8,Length 400
3045,smooth,0.3793267155255471,Curve 9,Length 400
3046,0.05,0.7348139339340861,Curve 9,Length 400
3047,0.1,0.6194245058589773,Curve 9,Length 400
3048,0.15,0.486382317633972,Curve 9,Length 400
3049,0.2,0.6031700692107927,Curve 9,Length 400
3050,smooth,0.4724334106074248,Curve 10,Length 400
3051,0.05,0.5993713359519404,Curve 10,Length 400
3052,0.1,0.5632388894906755,Curve 10,Length 400
3053,0.15,0.5573747203227013,Curve 10,Length 400
3054,0.2,0.4283460080012818,Curve 10,Length 400
3055,smooth,0.6252501240866218,Curve 11,Length 400
3056,0.05,0.7295317831992186,Curve 11,Length 400
3057,0.1,0.7600159011322929,Curve 11,Length 400
3058,0.15,0.690318657563538,Curve 11,Length 400
3059,0.2,0.6538190698872396,Curve 11,Length 400
3060,smooth,0.5026374201388861,Curve 12,Length 400
3061,0.05,0.6291320320710372,Curve 12,Length 400
3062,0.1,0.5928764116199533,Curve 12,Length 400
3063,0.15,0.5077938637113945,Curve 12,Length 400
3064,0.2,0.525756590929222,Curve 12,Length 400
3065,smooth,0.7054387072372954,Curve 13,Length 400
3066,0.05,0.7860568005943732,Curve 13,Length 400
3067,0.1,0.7179140188651078,Curve 13,Length 400
3068,0.15,0.6762426412910096,Curve 13,Length 400
3069,0.2,0.6642120531678503,Curve 13,Length 400
3070,smooth,0.5152318636872393,Curve 14,Length 400
3071,0.05,0.6862575977418254,Curve 14,Length 400
3072,0.1,0.5447606592283102,Curve 14,Length 400
3073,0.15,0.6055325866963489,Curve 14,Length 400
3074,0.2,0.4466081697131304,Curve 14,Length 400
3075,smooth,0.4373997195493094,Curve 15,Length 400
3076,0.05,0.534066385283701,Curve 15,Length 400
3077,0.1,0.4759438086971322,Curve 15,Length 400
3078,0.15,0.4142425125665259,Curve 15,Length 400
3079,0.2,0.4182988971826056,Curve 15,Length 400
3080,smooth,0.5830718330371263,Curve 16,Length 400
3081,0.05,0.7241258739820848,Curve 16,Length 400
3082,0.1,0.5629165055778512,Curve 16,Length 400
3083,0.15,0.4826867055775201,Curve 16,Length 400
3084,0.2,0.4405847099225339,Curve 16,Length 400
3085,smooth,0.6047706789754836,Curve 17,Length 400
3086,0.05,0.738843613228065,Curve 17,Length 400
3087,0.1,0.6351978401025241,Curve 17,Length 400
3088,0.15,0.6586202335509739,Curve 17,Length 400
3089,0.2,0.5919257231919139,Curve 17,Length 400
3090,smooth,0.6112276181867644,Curve 18,Length 400
3091,0.05,0.69358715466468,Curve 18,Length 400
3092,0.1,0.5617490200992867,Curve 18,Length 400
3093,0.15,0.5389697179843581,Curve 18,Length 400
3094,0.2,0.5268270084032738,Curve 18,Length 400
3095,smooth,0.558495499297906,Curve 19,Length 400
3096,0.05,0.6232540437886187,Curve 19,Length 400
3097,0.1,0.5783023329932941,Curve 19,Length 400
3098,0.15,0.5057902667119438,Curve 19,Length 400
3099,0.2,0.5404086149716403,Curve 19,Length 400
3100,smooth,0.5226159361467683,Curve 20,Length 400
3101,0.05,0.6348165658865309,Curve 20,Length 400
3102,0.1,0.6049207436233974,Curve 20,Length 400
3103,0.15,0.512988319503671,Curve 20,Length 400
3104,0.2,0.5672257763915032,Curve 20,Length 400
3105,smooth,0.6221603275664691,Curve 21,Length 400
3106,0.05,0.6986991333855528,Curve 21,Length 400
3107,0.1,0.6347802278750897,Curve 21,Length 400
3108,0.15,0.5959557026831283,Curve 21,Length 400
3109,0.2,0.5713408156188222,Curve 21,Length 400
3110,smooth,0.5384097497346411,Curve 22,Length 400
3111,0.05,0.7839388703680029,Curve 22,Length 400
3112,0.1,0.6931240559982875,Curve 22,Length 400
3113,0.15,0.5544306936178994,Curve 22,Length 400
3114,0.2,0.5283464370870068,Curve 22,Length 400
3115,smooth,0.5219748731769408,Curve 23,Length 400
3116,0.05,0.6835534097284324,Curve 23,Length 400
3117,0.1,0.709771350153553,Curve 23,Length 400
3118,0.15,0.5413819235943873,Curve 23,Length 400
3119,0.2,0.5353979410878396,Curve 23,Length 400
3120,smooth,0.5692430093196696,Curve 24,Length 400
3121,0.05,0.8096270414271302,Curve 24,Length 400
3122,0.1,0.6173433755493867,Curve 24,Length 400
3123,0.15,0.6338878018923145,Curve 24,Length 400
3124,0.2,0.5618514226336124,Curve 24,Length 400
3125,smooth,0.5215874686351866,Curve 25,Length 400
3126,0.05,0.72797386798985,Curve 25,Length 400
3127,0.1,0.5785458248023024,Curve 25,Length 400
3128,0.15,0.4959019064656592,Curve 25,Length 400
3129,0.2,0.4893544699252384,Curve 25,Length 400
3130,smooth,0.5037998666501826,Curve 26,Length 400
3131,0.05,0.6742962036693879,Curve 26,Length 400
3132,0.1,0.5707745946771733,Curve 26,Length 400
3133,0.15,0.5818634435082387,Curve 26,Length 400
3134,0.2,0.4473188336184704,Curve 26,Length 400
3135,smooth,0.3983734690622244,Curve 27,Length 400
3136,0.05,0.6485565820741878,Curve 27,Length 400
3137,0.1,0.5389840492269729,Curve 27,Length 400
3138,0.15,0.5194861307115058,Curve 27,Length 400
3139,0.2,0.3267370582158717,Curve 27,Length 400
3140,smooth,0.6493384009313256,Curve 28,Length 400
3141,0.05,0.8009773378128762,Curve 28,Length 400
3142,0.1,0.787598528720585,Curve 28,Length 400
3143,0.15,0.7293793095618534,Curve 28,Length 400
3144,0.2,0.6759642650546522,Curve 28,Length 400
3145,smooth,0.6879341802055715,Curve 29,Length 400
3146,0.05,0.8209661466908832,Curve 29,Length 400
3147,0.1,0.7485022513180197,Curve 29,Length 400
3148,0.15,0.672774089118078,Curve 29,Length 400
3149,0.2,0.6074646318811917,Curve 29,Length 400
3150,smooth,0.705087803664865,Curve 30,Length 400
3151,0.05,0.8168328412695904,Curve 30,Length 400
3152,0.1,0.6855396415596902,Curve 30,Length 400
3153,0.15,0.6782730445998141,Curve 30,Length 400
3154,0.2,0.5836046832800647,Curve 30,Length 400
3155,smooth,0.5309439888116338,Curve 31,Length 400
3156,0.05,0.6090598667873715,Curve 31,Length 400
3157,0.1,0.4624311999986705,Curve 31,Length 400
3158,0.15,0.5295765118717283,Curve 31,Length 400
3159,0.2,0.494721288212048,Curve 31,Length 400
3160,smooth,0.5376088243361677,Curve 32,Length 400
3161,0.05,0.6523586995435305,Curve 32,Length 400
3162,0.1,0.5549297199085695,Curve 32,Length 400
3163,0.15,0.5580205634814391,Curve 32,Length 400
3164,0.2,0.4512157036233304,Curve 32,Length 400
3165,smooth,0.5100559840929766,Curve 33,Length 400
3166,0.05,0.5574575295241798,Curve 33,Length 400
3167,0.1,0.5583291000665406,Curve 33,Length 400
3168,0.15,0.6045213358469242,Curve 33,Length 400
3169,0.2,0.4950239262774552,Curve 33,Length 400
3170,smooth,0.547561543052764,Curve 34,Length 400
3171,0.05,0.6968610827218953,Curve 34,Length 400
3172,0.1,0.6331069477067507,Curve 34,Length 400
3173,0.15,0.5858523447045682,Curve 34,Length 400
3174,0.2,0.5006480867747867,Curve 34,Length 400
3175,smooth,0.6426088119698703,Curve 35,Length 400
3176,0.05,0.8583194374664087,Curve 35,Length 400
3177,0.1,0.6138450373727217,Curve 35,Length 400
3178,0.15,0.7049802370227429,Curve 35,Length 400
3179,0.2,0.5741663363820685,Curve 35,Length 400
3180,smooth,0.6908880120820935,Curve 36,Length 400
3181,0.05,0.6948344365653651,Curve 36,Length 400
3182,0.1,0.6850126951791562,Curve 36,Length 400
3183,0.15,0.6399678157169006,Curve 36,Length 400
3184,0.2,0.5584046891010158,Curve 36,Length 400
3185,smooth,0.5541788945124534,Curve 37,Length 400
3186,0.05,0.7338962932998555,Curve 37,Length 400
3187,0.1,0.641394205960426,Curve 37,Length 400
3188,0.15,0.5635620308998002,Curve 37,Length 400
3189,0.2,0.655315561512025,Curve 37,Length 400
3190,smooth,0.589650698799247,Curve 38,Length 400
3191,0.05,0.7042837789421508,Curve 38,Length 400
3192,0.1,0.5023508603551704,Curve 38,Length 400
3193,0.15,0.6195567766372876,Curve 38,Length 400
3194,0.2,0.5476487151985135,Curve 38,Length 400
3195,smooth,0.5166932117501984,Curve 39,Length 400
3196,0.05,0.6619738381257524,Curve 39,Length 400
3197,0.1,0.565927087975645,Curve 39,Length 400
3198,0.15,0.4384943228738794,Curve 39,Length 400
3199,0.2,0.5026730069587684,Curve 39,Length 400
3200,smooth,0.5536531969476937,Curve 40,Length 400
3201,0.05,0.5915462042788046,Curve 40,Length 400
3202,0.1,0.6033234304447418,Curve 40,Length 400
3203,0.15,0.5467838965535301,Curve 40,Length 400
3204,0.2,0.4758385153889524,Curve 40,Length 400
3205,smooth,0.5899187717826512,Curve 41,Length 400
3206,0.05,0.6725458325677417,Curve 41,Length 400
3207,0.1,0.6077359218146043,Curve 41,Length 400
3208,0.15,0.564119839066121,Curve 41,Length 400
3209,0.2,0.5376962373841243,Curve 41,Length 400
3210,smooth,0.4848899354200097,Curve 42,Length 400
3211,0.05,0.693385375069592,Curve 42,Length 400
3212,0.1,0.5800154151361756,Curve 42,Length 400
3213,0.15,0.5365572925003433,Curve 42,Length 400
3214,0.2,0.4686419682684588,Curve 42,Length 400
3215,smooth,0.4654857982835136,Curve 43,Length 400
3216,0.05,0.6079486074021057,Curve 43,Length 400
3217,0.1,0.5353993558225911,Curve 43,Length 400
3218,0.15,0.5140406151855625,Curve 43,Length 400
3219,0.2,0.4709606525445352,Curve 43,Length 400
3220,smooth,0.5462083974248151,Curve 44,Length 400
3221,0.05,0.658864834825098,Curve 44,Length 400
3222,0.1,0.5908750875164158,Curve 44,Length 400
3223,0.15,0.5757524127766457,Curve 44,Length 400
3224,0.2,0.5333115025018061,Curve 44,Length 400
3225,smooth,0.5259980097573769,Curve 45,Length 400
3226,0.05,0.6418267733836514,Curve 45,Length 400
3227,0.1,0.5370505863598507,Curve 45,Length 400
3228,0.15,0.5925104010206687,Curve 45,Length 400
3229,0.2,0.4946890017663625,Curve 45,Length 400
3230,smooth,0.6279478115643768,Curve 46,Length 400
3231,0.05,0.7700196728971765,Curve 46,Length 400
3232,0.1,0.7178778753401359,Curve 46,Length 400
3233,0.15,0.6883339053268261,Curve 46,Length 400
3234,0.2,0.6481569572911711,Curve 46,Length 400
3235,smooth,0.6361920055584832,Curve 47,Length 400
3236,0.05,0.6516242493402341,Curve 47,Length 400
3237,0.1,0.6922262713719857,Curve 47,Length 400
3238,0.15,0.65731086106715,Curve 47,Length 400
3239,0.2,0.5907428564320559,Curve 47,Length 400
3240,smooth,0.7333120036292026,Curve 48,Length 400
3241,0.05,0.6619761480622547,Curve 48,Length 400
3242,0.1,0.3850137389647172,Curve 48,Length 400
3243,0.15,0.492166837866905,Curve 48,Length 400
3244,0.2,0.5079200852836319,Curve 48,Length 400
3245,smooth,0.3965562385383842,Curve 49,Length 400
3246,0.05,0.5711689014924282,Curve 49,Length 400
3247,0.1,0.5007151428558797,Curve 49,Length 400
3248,0.15,0.452188954089265,Curve 49,Length 400
3249,0.2,0.3713907385084749,Curve 49,Length 400
3250,smooth,0.6319395103622316,Curve 50,Length 400
3251,0.05,0.7691822597890056,Curve 50,Length 400
3252,0.1,0.696514997121458,Curve 50,Length 400
3253,0.15,0.6369787886670211,Curve 50,Length 400
3254,0.2,0.6188345046372362,Curve 50,Length 400
3255,smooth,0.384091843121831,Curve 51,Length 400
3256,0.05,0.5442365710950725,Curve 51,Length 400
3257,0.1,0.4801387915296364,Curve 51,Length 400
3258,0.15,0.3849251051406374,Curve 51,Length 400
3259,0.2,0.3849260046371466,Curve 51,Length 400
3260,smooth,0.6041891864056298,Curve 52,Length 400
3261,0.05,0.7184158943289739,Curve 52,Length 400
3262,0.1,0.741843181342234,Curve 52,Length 400
3263,0.15,0.6451471371226072,Curve 52,Length 400
3264,0.2,0.5582691570320539,Curve 52,Length 400
3265,smooth,0.2342487288255331,Curve 53,Length 400
3266,0.05,0.4185891548097133,Curve 53,Length 400
3267,0.1,0.2894888663188717,Curve 53,Length 400
3268,0.15,0.2979264040940668,Curve 53,Length 400
3269,0.2,0.1771413167023358,Curve 53,Length 400
3270,smooth,0.5931549466197935,Curve 54,Length 400
3271,0.05,0.7580422137347762,Curve 54,Length 400
3272,0.1,0.6299456521318424,Curve 54,Length 400
3273,0.15,0.6059524481056021,Curve 54,Length 400
3274,0.2,0.5773572796666875,Curve 54,Length 400
3275,smooth,0.6233893959817023,Curve 55,Length 400
3276,0.05,0.7521216533256996,Curve 55,Length 400
3277,0.1,0.678896527287858,Curve 55,Length 400
3278,0.15,0.648250048736502,Curve 55,Length 400
3279,0.2,0.5920004290924475,Curve 55,Length 400
3280,smooth,0.5910762029373144,Curve 56,Length 400
3281,0.05,0.7364781880661803,Curve 56,Length 400
3282,0.1,0.7502148064298937,Curve 56,Length 400
3283,0.15,0.6257723585529827,Curve 56,Length 400
3284,0.2,0.6693561821390451,Curve 56,Length 400
3285,smooth,0.4703815075633207,Curve 57,Length 400
3286,0.05,0.5448497472415387,Curve 57,Length 400
3287,0.1,0.4977394649079285,Curve 57,Length 400
3288,0.15,0.4475088653178339,Curve 57,Length 400
3289,0.2,0.4177455966654042,Curve 57,Length 400
3290,smooth,0.5840591607122853,Curve 58,Length 400
3291,0.05,0.679594811496008,Curve 58,Length 400
3292,0.1,0.6850060393499554,Curve 58,Length 400
3293,0.15,0.5818477799706017,Curve 58,Length 400
3294,0.2,0.463015979204626,Curve 58,Length 400
3295,smooth,0.6130787170291868,Curve 59,Length 400
3296,0.05,0.79498811593392,Curve 59,Length 400
3297,0.1,0.8248978334535579,Curve 59,Length 400
3298,0.15,0.7181704307097957,Curve 59,Length 400
3299,0.2,0.7106510863547344,Curve 59,Length 400
3300,smooth,0.6100306674965111,Curve 60,Length 400
3301,0.05,0.7160913663455186,Curve 60,Length 400
3302,0.1,0.5758609442176168,Curve 60,Length 400
3303,0.15,0.6283908770515872,Curve 60,Length 400
3304,0.2,0.5725440769384179,Curve 60,Length 400
3305,smooth,0.5612718065006743,Curve 61,Length 400
3306,0.05,0.8246761160538645,Curve 61,Length 400
3307,0.1,0.6743187612120518,Curve 61,Length 400
3308,0.15,0.6577117197422501,Curve 61,Length 400
3309,0.2,0.6453130318455026,Curve 61,Length 400
3310,smooth,0.4971766299078846,Curve 62,Length 400
3311,0.05,0.6510316997260748,Curve 62,Length 400
3312,0.1,0.6602912184501881,Curve 62,Length 400
3313,0.15,0.6137811798608424,Curve 62,Length 400
3314,0.2,0.4773443156148412,Curve 62,Length 400
3315,smooth,0.6631225342180157,Curve 63,Length 400
3316,0.05,0.7297869127172816,Curve 63,Length 400
3317,0.1,0.6382205407888416,Curve 63,Length 400
3318,0.15,0.6985798945513368,Curve 63,Length 400
3319,0.2,0.6770917072559761,Curve 63,Length 400
3320,smooth,0.3623057920458546,Curve 64,Length 400
3321,0.05,0.5380512532559444,Curve 64,Length 400
3322,0.1,0.386101188086271,Curve 64,Length 400
3323,0.15,0.3911960934852329,Curve 64,Length 400
3324,0.2,0.3374861228229054,Curve 64,Length 400
3325,smooth,0.5196570809790457,Curve 65,Length 400
3326,0.05,0.6656399911132594,Curve 65,Length 400
3327,0.1,0.6421939504085624,Curve 65,Length 400
3328,0.15,0.490755555552782,Curve 65,Length 400
3329,0.2,0.4709614906724181,Curve 65,Length 400
3330,smooth,0.4284512071421017,Curve 66,Length 400
3331,0.05,0.6358049546216209,Curve 66,Length 400
3332,0.1,0.5673168983611603,Curve 66,Length 400
3333,0.15,0.5218609405088145,Curve 66,Length 400
3334,0.2,0.4157132866155126,Curve 66,Length 400
3335,smooth,0.542070750479702,Curve 67,Length 400
3336,0.05,0.6189015029427406,Curve 67,Length 400
3337,0.1,0.5384427870512711,Curve 67,Length 400
3338,0.15,0.5710741858513929,Curve 67,Length 400
3339,0.2,0.485125746740419,Curve 67,Length 400
3340,smooth,0.5105108099365251,Curve 68,Length 400
3341,0.05,0.5797568527388104,Curve 68,Length 400
3342,0.1,0.5645607785938159,Curve 68,Length 400
3343,0.15,0.53455043712583,Curve 68,Length 400
3344,0.2,0.4714150980851346,Curve 68,Length 400
3345,smooth,0.6293357621031803,Curve 69,Length 400
3346,0.05,0.8463433993259477,Curve 69,Length 400
3347,0.1,0.6907669110943263,Curve 69,Length 400
3348,0.15,0.629079683083242,Curve 69,Length 400
3349,0.2,0.7158034170082384,Curve 69,Length 400
3350,smooth,0.5729547415434821,Curve 70,Length 400
3351,0.05,0.6192228551181586,Curve 70,Length 400
3352,0.1,0.5205410447989803,Curve 70,Length 400
3353,0.15,0.5857632278116888,Curve 70,Length 400
3354,0.2,0.5081423435765611,Curve 70,Length 400
3355,smooth,0.4947213111233793,Curve 71,Length 400
3356,0.05,0.6765176777027991,Curve 71,Length 400
3357,0.1,0.6494725510971959,Curve 71,Length 400
3358,0.15,0.580756053550316,Curve 71,Length 400
3359,0.2,0.4682870368681629,Curve 71,Length 400
3360,smooth,0.5469393464302748,Curve 72,Length 400
3361,0.05,0.7205514671872871,Curve 72,Length 400
3362,0.1,0.5020794111979014,Curve 72,Length 400
3363,0.15,0.4747639821083493,Curve 72,Length 400
3364,0.2,0.4970090091284722,Curve 72,Length 400
3365,smooth,0.4128477349435788,Curve 73,Length 400
3366,0.05,0.5941360795721482,Curve 73,Length 400
3367,0.1,0.5278566151280687,Curve 73,Length 400
3368,0.15,0.4377615830307692,Curve 73,Length 400
3369,0.2,0.4169395132206724,Curve 73,Length 400
3370,smooth,0.5292182732571384,Curve 74,Length 400
3371,0.05,0.69431272075828,Curve 74,Length 400
3372,0.1,0.4871908184191323,Curve 74,Length 400
3373,0.15,0.5375653636679605,Curve 74,Length 400
3374,0.2,0.5042284452336349,Curve 74,Length 400
3375,smooth,0.6317488401091751,Curve 75,Length 400
3376,0.05,0.692084602225417,Curve 75,Length 400
3377,0.1,0.6433170523775158,Curve 75,Length 400
3378,0.15,0.6577053092549914,Curve 75,Length 400
3379,0.2,0.6074951001215374,Curve 75,Length 400
3380,smooth,0.6447956282452133,Curve 76,Length 400
3381,0.05,0.7529574995613397,Curve 76,Length 400
3382,0.1,0.7515718280861532,Curve 76,Length 400
3383,0.15,0.730686967286331,Curve 76,Length 400
3384,0.2,0.6653986080911601,Curve 76,Length 400
3385,smooth,0.5604123144138485,Curve 77,Length 400
3386,0.05,0.7190332274746469,Curve 77,Length 400
3387,0.1,0.6047192538680295,Curve 77,Length 400
3388,0.15,0.5651404862068057,Curve 77,Length 400
3389,0.2,0.5924445942809495,Curve 77,Length 400
3390,smooth,0.6407554311761647,Curve 78,Length 400
3391,0.05,0.8013273822365612,Curve 78,Length 400
3392,0.1,0.7138582188360414,Curve 78,Length 400
3393,0.15,0.7200386260528222,Curve 78,Length 400
3394,0.2,0.6616968786258046,Curve 78,Length 400
3395,smooth,0.5146832447760273,Curve 79,Length 400
3396,0.05,0.7341129264482867,Curve 79,Length 400
3397,0.1,0.7036579804163544,Curve 79,Length 400
3398,0.15,0.6426826921473162,Curve 79,Length 400
3399,0.2,0.5219145161791076,Curve 79,Length 400
3400,smooth,0.5248751371752499,Curve 80,Length 400
3401,0.05,0.7978579967004218,Curve 80,Length 400
3402,0.1,0.6890640195420932,Curve 80,Length 400
3403,0.15,0.5171268615152256,Curve 80,Length 400
3404,0.2,0.5715577411773066,Curve 80,Length 400
3405,smooth,0.4792705864083095,Curve 81,Length 400
3406,0.05,0.6689869342617636,Curve 81,Length 400
3407,0.1,0.5180294532915134,Curve 81,Length 400
3408,0.15,0.5899576771637524,Curve 81,Length 400
3409,0.2,0.5052760576959806,Curve 81,Length 400
3410,smooth,0.4984479369188384,Curve 82,Length 400
3411,0.05,0.7089584068162355,Curve 82,Length 400
3412,0.1,0.5618123701673207,Curve 82,Length 400
3413,0.15,0.5707735333537095,Curve 82,Length 400
3414,0.2,0.5281850814139991,Curve 82,Length 400
3415,smooth,0.5341375402451046,Curve 83,Length 400
3416,0.05,0.7402457619624864,Curve 83,Length 400
3417,0.1,0.5568135919500123,Curve 83,Length 400
3418,0.15,0.5164292494960743,Curve 83,Length 400
3419,0.2,0.461348665317686,Curve 83,Length 400
3420,smooth,0.4431274108711981,Curve 84,Length 400
3421,0.05,0.6686610542843365,Curve 84,Length 400
3422,0.1,0.6373097774375046,Curve 84,Length 400
3423,0.15,0.5955834150685967,Curve 84,Length 400
3424,0.2,0.5276546175644148,Curve 84,Length 400
3425,smooth,0.6704430044510662,Curve 85,Length 400
3426,0.05,0.807167989754669,Curve 85,Length 400
3427,0.1,0.708618487820947,Curve 85,Length 400
3428,0.15,0.6957128301100706,Curve 85,Length 400
3429,0.2,0.6423657980637261,Curve 85,Length 400
3430,smooth,0.3712242314895173,Curve 86,Length 400
3431,0.05,0.6787028644129518,Curve 86,Length 400
3432,0.1,0.4101036786974453,Curve 86,Length 400
3433,0.15,0.4983909761643567,Curve 86,Length 400
3434,0.2,0.3976226565793272,Curve 86,Length 400
3435,smooth,0.640535844600974,Curve 87,Length 400
3436,0.05,0.7747568534184036,Curve 87,Length 400
3437,0.1,0.6495173009204666,Curve 87,Length 400
3438,0.15,0.6009895172568883,Curve 87,Length 400
3439,0.2,0.5662322158096502,Curve 87,Length 400
3440,smooth,0.4492479549718363,Curve 88,Length 400
3441,0.05,0.6670622575317289,Curve 88,Length 400
3442,0.1,0.6448497938801321,Curve 88,Length 400
3443,0.15,0.6413520448362084,Curve 88,Length 400
3444,0.2,0.5423370931222302,Curve 88,Length 400
3445,smooth,0.7030961754742138,Curve 89,Length 400
3446,0.05,0.7981619405543381,Curve 89,Length 400
3447,0.1,0.7266345258236796,Curve 89,Length 400
3448,0.15,0.6680488546721595,Curve 89,Length 400
3449,0.2,0.6647534337334495,Curve 89,Length 400
3450,smooth,0.334968274201429,Curve 90,Length 400
3451,0.05,0.6991211824317084,Curve 90,Length 400
3452,0.1,0.5160751645519557,Curve 90,Length 400
3453,0.15,0.4629608377526884,Curve 90,Length 400
3454,0.2,0.4264222837862718,Curve 90,Length 400
3455,smooth,0.4403295158428089,Curve 91,Length 400
3456,0.05,0.6075082048042035,Curve 91,Length 400
3457,0.1,0.5802555021910127,Curve 91,Length 400
3458,0.15,0.4705947528717382,Curve 91,Length 400
3459,0.2,0.4870410004393944,Curve 91,Length 400
3460,smooth,0.5223531847582966,Curve 92,Length 400
3461,0.05,0.6591307245927102,Curve 92,Length 400
3462,0.1,0.5913043228508693,Curve 92,Length 400
3463,0.15,0.5725534760969035,Curve 92,Length 400
3464,0.2,0.428371110304147,Curve 92,Length 400
3465,smooth,0.5521855532853848,Curve 93,Length 400
3466,0.05,0.7319084635491934,Curve 93,Length 400
3467,0.1,0.62264677411678,Curve 93,Length 400
3468,0.15,0.6669959006937412,Curve 93,Length 400
3469,0.2,0.6036045575888237,Curve 93,Length 400
3470,smooth,0.5219848521771517,Curve 94,Length 400
3471,0.05,0.5953453321111513,Curve 94,Length 400
3472,0.1,0.569010435944952,Curve 94,Length 400
3473,0.15,0.5422465928782471,Curve 94,Length 400
3474,0.2,0.4533001826902534,Curve 94,Length 400
3475,smooth,0.5511819660262745,Curve 95,Length 400
3476,0.05,0.7610170708149067,Curve 95,Length 400
3477,0.1,0.6324152764392902,Curve 95,Length 400
3478,0.15,0.605292091455328,Curve 95,Length 400
3479,0.2,0.5851495765112776,Curve 95,Length 400
3480,smooth,0.7229767838977795,Curve 96,Length 400
3481,0.05,0.8609049757454554,Curve 96,Length 400
3482,0.1,0.7790118153318988,Curve 96,Length 400
3483,0.15,0.732187201242945,Curve 96,Length 400
3484,0.2,0.7241328428703393,Curve 96,Length 400
3485,smooth,0.4515584794352079,Curve 97,Length 400
3486,0.05,0.5647406273179467,Curve 97,Length 400
3487,0.1,0.5415730093512194,Curve 97,Length 400
3488,0.15,0.4875350364500873,Curve 97,Length 400
3489,0.2,0.4782472058434816,Curve 97,Length 400
3490,smooth,0.5699356820669413,Curve 98,Length 400
3491,0.05,0.7715686174817907,Curve 98,Length 400
3492,0.1,0.6969343105311216,Curve 98,Length 400
3493,0.15,0.6702721569654203,Curve 98,Length 400
3494,0.2,0.5971012077537515,Curve 98,Length 400
3495,smooth,0.4598936752571838,Curve 99,Length 400
3496,0.05,0.7354058878573552,Curve 99,Length 400
3497,0.1,0.6551467521476132,Curve 99,Length 400
3498,0.15,0.5780295916557397,Curve 99,Length 400
3499,0.2,0.6148337385821954,Curve 99,Length 400
3500,smooth,0.4907577963061469,Curve 100,Length 400
3501,0.05,0.5806001900213126,Curve 100,Length 400
3502,0.1,0.5731142672411423,Curve 100,Length 400
3503,0.15,0.5983905438223155,Curve 100,Length 400
3504,0.2,0.5840551815145647,Curve 100,Length 400
3505,smooth,0.5245101229219885,Curve 101,Length 400
3506,0.05,0.6607567158034165,Curve 101,Length 400
3507,0.1,0.5632709359023624,Curve 101,Length 400
3508,0.15,0.5136189868906847,Curve 101,Length 400
3509,0.2,0.4929268829024617,Curve 101,Length 400
3510,smooth,0.5094577721751574,Curve 102,Length 400
3511,0.05,0.536955644408893,Curve 102,Length 400
3512,0.1,0.6007685854850406,Curve 102,Length 400
3513,0.15,0.493992218946518,Curve 102,Length 400
3514,0.2,0.4894609987425019,Curve 102,Length 400
3515,smooth,0.4073072019842229,Curve 103,Length 400
3516,0.05,0.662965859596308,Curve 103,Length 400
3517,0.1,0.5205074587887982,Curve 103,Length 400
3518,0.15,0.4954354392349492,Curve 103,Length 400
3519,0.2,0.434568983455249,Curve 103,Length 400
3520,smooth,0.5041758911081762,Curve 104,Length 400
3521,0.05,0.6200077937051873,Curve 104,Length 400
3522,0.1,0.6581937640276655,Curve 104,Length 400
3523,0.15,0.5497876434248635,Curve 104,Length 400
3524,0.2,0.5349831641663891,Curve 104,Length 400
3525,smooth,0.6613302053076829,Curve 105,Length 400
3526,0.05,0.7413101103249328,Curve 105,Length 400
3527,0.1,0.6831337528409793,Curve 105,Length 400
3528,0.15,0.6752545812738283,Curve 105,Length 400
3529,0.2,0.7006934011654962,Curve 105,Length 400
3530,smooth,0.3863086422451801,Curve 106,Length 400
3531,0.05,0.5948106414317795,Curve 106,Length 400
3532,0.1,0.4529616305000822,Curve 106,Length 400
3533,0.15,0.4466144031090058,Curve 106,Length 400
3534,0.2,0.4284991047497661,Curve 106,Length 400
3535,smooth,0.3979041553031245,Curve 107,Length 400
3536,0.05,0.6120283476996752,Curve 107,Length 400
3537,0.1,0.5780920053659224,Curve 107,Length 400
3538,0.15,0.5143532608228196,Curve 107,Length 400
3539,0.2,0.3875786744570739,Curve 107,Length 400
3540,smooth,0.631049558685294,Curve 108,Length 400
3541,0.05,0.8095773990336235,Curve 108,Length 400
3542,0.1,0.752022795063298,Curve 108,Length 400
3543,0.15,0.6701613016896616,Curve 108,Length 400
3544,0.2,0.658792943423263,Curve 108,Length 400
3545,smooth,0.5736879315892122,Curve 109,Length 400
3546,0.05,0.779951405448091,Curve 109,Length 400
3547,0.1,0.6317555963530318,Curve 109,Length 400
3548,0.15,0.5174090062746916,Curve 109,Length 400
3549,0.2,0.4717095465108917,Curve 109,Length 400
3550,smooth,0.4997499119363433,Curve 110,Length 400
3551,0.05,0.5894394001548681,Curve 110,Length 400
3552,0.1,0.6176013211253447,Curve 110,Length 400
