individual,time,x,y,cov,trv,rel,lbl
4,3403.770685,2.49169399,18.77358093,9.5477622,0.42157857,28.21032897,6
4,3406.773856,2.9282325,18.63866308,9.58365497,0.42154941,28.38593106,6
4,3409.777028,3.34908687,18.51557668,9.61781291,0.42236208,28.55850585,6
4,3412.804201,3.80787136,18.42936227,9.64796514,0.42169552,28.7272516,6
4,3415.836375,4.309471,18.41224699,9.67423523,0.42236075,28.89186105,6
4,3418.836546,4.69990176,18.44223364,9.6968331,0.42277982,29.05268787,6
4,3421.86972,5.12318915,18.69325373,9.71695092,0.4231077,29.21047815,6
4,3424.901893,5.56046563,18.85002841,9.74017139,0.42192793,29.36282057,6
4,3427.903065,6.06235344,18.98868586,9.76593201,0.42162757,29.51006548,6
4,3430.903236,6.54380131,19.14829349,9.79527861,0.42100286,29.65312641,6
4,3433.93641,6.92029826,19.25087585,9.81947615,0.42078687,29.79176723,6
4,3436.936582,7.25750863,19.32278413,9.84137147,0.42082487,29.92831431,6
4,3439.938753,7.60550021,19.33032524,9.85251091,0.41855727,30.06230415,6
4,3442.968926,8.07350049,19.31420946,9.86194757,0.41636762,30.1920127,6
4,3445.978099,8.49780005,19.35229231,9.87733302,0.41492412,30.31894112,6
4,3449.003272,8.89326176,19.42867214,9.90061887,0.41414538,30.4393138,6
4,3452.034445,9.33567796,19.50973264,9.93083149,0.41432744,30.55661959,6
4,3455.066618,9.82007315,19.57597264,9.96438623,0.4146563,30.66490343,6
4,3458.06679,10.19880769,19.55196054,9.97021349,0.41360556,30.76411064,6
4,3461.066962,10.55757766,19.49707514,9.96692826,0.41161589,30.85591416,6
4,3464.067133,10.8701679,19.39161141,9.94661922,0.41036127,30.93950681,6
4,3467.100307,11.15393444,19.17205651,9.89396716,0.40959013,31.01537135,6
4,3470.100478,11.39611264,18.82463059,9.81059628,0.41021675,31.08255017,6
4,3473.132652,11.5170063,18.53793567,9.74104002,0.40903955,31.1423972,6
4,3476.165825,11.61357901,18.26014317,9.68312543,0.40705313,31.19796865,6
4,3479.165997,11.89615304,17.99230027,9.64243219,0.40504041,31.25027889,6
4,3482.19817,12.29332014,17.85792075,9.62559534,0.40345625,31.2964448,6
4,3485.198342,12.70256275,17.63819682,9.59639502,0.40076099,31.33402577,6
4,3488.231515,13.17976801,17.5245535,9.58158811,0.40016353,31.36359926,6
4,3491.264689,13.56964306,17.41882353,9.56228237,0.40097282,31.38295525,6
4,3494.264861,13.96406951,17.32638543,9.54681198,0.40218478,31.39266748,6
4,3497.265032,14.37465123,17.29378626,9.54679307,0.4028975,31.39419369,6
4,3500.297205,14.73188408,17.1353653,9.5177572,0.39954213,31.3866414,6
4,3503.298377,15.1640698,16.96004958,9.49314151,0.39822211,31.36998297,6
4,3506.300549,15.64436689,16.77379136,9.47132677,0.39850063,31.34353779,6
4,3509.329722,16.03388987,16.5425697,9.42969214,0.39876547,31.30555326,6
4,3512.362895,16.27866705,16.24997068,9.35922202,0.39786007,31.25624638,6
4,3515.363067,16.47916114,16.05870837,9.30733302,0.39767242,31.19854144,6
4,3518.395241,16.63636017,15.91444194,9.26382025,0.39757847,31.13324712,6
4,3521.395412,16.79024833,15.7259148,9.21788741,0.39721732,31.06014667,6
4,3524.395584,16.99641602,15.5075491,9.17740072,0.39675637,30.98131455,6
4,3527.428757,17.35852647,15.30607843,9.15834923,0.39606763,30.89761796,6
4,3530.461931,17.74861799,15.09131695,9.14286351,0.3953939,30.80725918,6
4,3533.495104,18.06778633,14.85968679,9.11950388,0.39577824,30.70943318,6
4,3536.497276,18.39869109,14.63719181,9.10290808,0.39663922,30.60369795,6
4,3539.53245,18.73145131,14.3814443,9.08470672,0.39758119,30.49084299,6
4,3542.560623,19.01674906,14.05820839,9.05122102,0.39795466,30.37005732,6
4,3545.560794,19.32069651,13.74021745,9.02338229,0.39832612,30.23993008,6
4,3548.560966,19.57341948,13.45251984,8.99471004,0.39898526,30.10206702,6
4,3551.59314,19.87115936,13.15722438,8.97256049,0.39916683,29.95640325,6
4,3554.593311,20.09482538,12.8045875,8.93421866,0.3986457,29.80060716,6
4,3557.593482,20.33691174,12.49451585,8.9062752,0.39755164,29.63586719,6
4,3560.593654,20.60740676,12.14245649,8.87901464,0.39663731,29.46316112,6
4,3563.593826,20.86047603,11.89131026,8.86265471,0.39633719,29.28452855,6
4,3566.625999,21.25456703,11.61867414,8.86678625,0.39616109,29.10146027,6
4,3569.629171,21.61651157,11.2810682,8.86256951,0.3973277,28.91027072,6
4,3572.631343,21.88820379,10.94327898,8.8462533,0.39719223,28.70982599,6
4,3575.658516,22.10246007,10.66313767,8.82947882,0.39727819,28.50254566,6
4,3578.658688,22.43120611,10.44626002,8.8421804,0.39635243,28.29182218,6
4,3581.658859,22.75405215,10.28632827,8.86767022,0.39569296,28.07871736,6
4,3584.691032,23.15915462,10.08748986,8.91569582,0.39674046,27.8623237,6
4,3587.691204,23.55129685,9.89052694,8.9718396,0.39798726,27.6410872,6
4,3590.723378,23.70276504,9.77058564,8.98095337,0.39896433,27.41331147,6
4,3593.723549,23.86307097,9.56664589,8.98361642,0.39854548,27.18101803,6
4,3596.723721,24.06331741,9.33854025,9.00177941,0.39920727,26.9430956,6
4,3599.724893,24.33725993,9.00195211,9.03289182,0.3997293,26.69652239,6
4,3602.728064,24.53620605,8.60594984,9.03482528,0.39990699,26.43922456,6
4,3605.757237,24.74514146,8.22301839,9.04795708,0.39934128,26.17172836,6
4,3608.789411,24.83790472,7.86915835,9.02860249,0.39994917,25.89481848,6
4,3611.799583,24.77966508,7.65635994,8.97809842,0.40071097,25.61207621,6
4,3614.821756,24.71752924,7.3413814,8.92252485,0.40147576,25.32410604,6
4,3617.841928,24.6813587,6.96734459,8.87775263,0.40247127,25.03093793,6
4,3620.858101,24.66599106,6.52001728,8.84141585,0.4027194,24.73203976,6
4,3623.888275,24.78183685,6.17570278,8.85466806,0.40435652,24.42744313,6
4,3626.888446,24.94215102,5.99083624,8.89523601,0.40634121,24.11924742,6
4,3629.921619,25.25843883,5.97280956,9.0086137,0.40787062,23.8089722,6
4,3632.922791,25.59830264,6.08733797,9.17379245,0.40873792,23.49669612,6
4,3635.953965,25.51917899,6.03365629,9.14645832,0.40855719,23.18111435,6
4,3638.987138,25.27356509,5.75498585,9.0376594,0.40835989,22.86428412,6
4,3641.98731,24.99203491,5.34266561,8.9347124,0.40959705,22.54793667,6
4,3644.987481,24.82297,4.84903859,8.87968669,0.41048816,22.2328889,6
4,3648.019655,24.80174066,4.38589739,8.87036556,0.41167489,21.91916636,6
4,3651.019826,24.79379367,4.27654448,8.87123671,0.41235867,21.60914955,6
4,3654.019998,24.81550209,3.97187711,8.87835356,0.4128496,21.30519529,6
4,3657.052171,24.80263977,3.60120762,8.87561655,0.4127741,21.00803458,6
4,3660.052343,24.73686309,3.15176999,8.85726947,0.41364559,20.7187443,6
4,3663.053514,24.72654986,2.74050932,8.8511703,0.4153501,20.4373781,6
4,3666.054686,24.74926827,2.31390265,8.85276459,0.41770891,20.16502879,6
4,3669.08486,24.78894799,1.84774272,8.85885699,0.42060013,19.90122062,6
4,3672.085031,24.76937002,1.38937494,8.84480411,0.423231,19.64636587,6
4,3675.085203,24.69813134,1.00271984,8.80803072,0.42479099,19.40080307,5
4,3678.117376,24.72471804,0.65621374,8.79610432,0.4248443,19.16384092,5
4,3681.117548,24.75494054,0.2685855,8.78952359,0.42442848,18.93478767,5
4,3684.11772,24.77488273,-0.21398068,8.79048012,0.4250443,18.71439419,5
4,3687.150893,24.75212172,-0.73860633,8.78343916,0.42600429,18.50235824,5
4,3690.183066,24.76215043,-1.24288999,8.78900547,0.4261673,18.29821766,5
4,3693.183238,24.67522641,-1.70148417,8.75475523,0.42639723,18.10213619,5
4,3696.18341,24.57428284,-2.11673904,8.71034625,0.42695132,17.91365451,5
4,3699.186581,24.35820625,-2.50434948,8.61949744,0.4275338,17.73421004,5
4,3702.216754,24.12685538,-2.85918356,8.51863949,0.42817834,17.56439042,5
4,3705.249928,23.92865441,-3.22249087,8.43459531,0.42868572,17.40314851,5
4,3708.281102,23.7507863,-3.52102656,8.34489346,0.42943604,17.24999175,5
4,3711.281273,23.54554355,-3.80088428,8.24381536,0.42923157,17.10617254,5
4,3714.282445,23.24125875,-4.11426457,8.12417671,0.43020155,16.97302848,5
4,3717.314618,22.93275989,-4.48757041,8.02713938,0.43001054,16.85156508,5
4,3720.347792,22.59106169,-4.86380401,7.93073557,0.42979415,16.7410175,5
4,3723.381965,22.2987405,-5.24272653,7.86071922,0.43117056,16.64031061,5
4,3726.414139,21.98400436,-5.59598258,7.79094129,0.43308195,16.5469484,5
4,3729.41531,21.67127482,-5.88835456,7.71372853,0.43438104,16.4609183,5
4,3732.417482,21.3749814,-6.2153523,7.66985178,0.43606895,16.38272479,5
4,3735.446655,21.02622484,-6.56658645,7.64677575,0.4365142,16.31158041,5
4,3738.481829,20.70209507,-6.90620955,7.64376444,0.43680542,16.24726512,5
4,3741.512002,20.454616,-7.27698466,7.685316,0.43800991,16.18870571,5
4,3744.513174,20.16431718,-7.58929494,7.71353832,0.43881957,16.13641199,5
4,3747.546347,19.85711823,-7.9738391,7.8028227,0.43966759,16.0920292,5
4,3750.546519,19.58034661,-8.3349459,7.90391103,0.43975856,16.05332023,5
4,3753.578692,19.32352557,-8.72564421,8.04681928,0.43939854,16.01957033,5
4,3756.611866,18.95538795,-8.9523294,8.11489905,0.43904235,15.98974213,5
4,3759.64504,18.62073815,-9.23844125,8.24363332,0.43951486,15.96549604,5
4,3762.646211,18.2966794,-9.53477827,8.40238132,0.44158625,15.94590622,5
4,3765.647383,17.97021397,-9.77678223,8.54746869,0.44294311,15.93116927,5
4,3768.651555,17.58470924,-10.02469188,8.73193714,0.44345921,15.92224752,5
4,3771.676728,17.15370825,-10.14808495,8.86501471,0.44314213,15.91965336,5
4,3774.6909,16.67969506,-10.1198418,8.93297123,0.44380962,15.92528637,5
4,3777.711072,16.19064186,-10.1785832,9.09977631,0.44562652,15.93967579,5
4,3780.744246,15.64847594,-10.18991786,9.28580616,0.4465104,15.96086115,5
4,3783.750418,15.17012503,-10.02490038,9.35797367,0.44773176,15.98819489,5
4,3786.777591,14.75298,-9.86588614,9.43529133,0.45189902,16.02101117,5
4,3789.791764,14.38629025,-9.57057146,9.43153519,0.452445,16.05869834,5
4,3792.808936,14.00002107,-9.21107962,9.43933478,0.45158305,16.10125479,5
4,3795.811108,13.64973421,-8.86242916,9.47220641,0.45049492,16.14967265,5
4,3798.842281,13.31344877,-8.45207272,9.50630414,0.45071783,16.20274043,5
4,3801.849453,13.05016429,-8.07589253,9.54443316,0.45415199,16.26080097,5
4,3804.852625,12.84912778,-7.60122681,9.53205239,0.45545856,16.32493893,5
4,3807.874798,12.72218926,-7.10975749,9.49648541,0.45608529,16.39535701,5
4,3810.907971,12.8062872,-6.57621518,9.32473394,0.45572351,16.47011927,5
4,3813.908143,12.92749983,-6.03775395,9.16111507,0.45516203,16.54960879,5
4,3816.940316,13.06907523,-5.54470651,9.02595196,0.45530259,16.63440655,5
4,3819.940488,13.22884442,-5.0682969,8.91150953,0.4547187,16.72323362,5
4,3822.94066,13.39044429,-4.5883235,8.82741845,0.4541889,16.81551259,5
4,3825.973833,13.71072357,-4.26329578,8.65802176,0.45397282,16.91018627,5
4,3828.976005,13.99977464,-3.95897682,8.53505067,0.45459911,17.00542524,5
4,3832.006178,14.27694462,-3.66543492,8.4414879,0.45517567,17.10110762,5
4,3835.00635,14.64658392,-3.39850493,8.30606895,0.45467588,17.19516444,5
4,3838.039523,15.07814251,-3.15656836,8.1531318,0.45393904,17.28747722,5
4,3841.072697,15.45424536,-2.93604206,8.05506895,0.45353503,17.37876759,5
4,3844.10487,15.84310869,-2.70148737,7.97323212,0.4532744,17.46941169,5
4,3847.105042,16.27473061,-2.458541,7.89322894,0.4533604,17.55915521,5
4,3850.138215,16.67607218,-2.27532814,7.84143685,0.45361132,17.64919683,5
4,3853.138387,17.13109073,-2.11095843,7.78408944,0.45324167,17.73852775,5
4,3856.17056,17.58571225,-1.99849752,7.73962305,0.45168541,17.82729108,5
4,3859.170732,18.03855954,-1.87873768,7.72019407,0.45144627,17.91601556,5
4,3862.173903,18.46207668,-1.87578603,7.70937351,0.45193037,18.0044162,5
4,3865.203077,18.89464417,-2.01209092,7.69448417,0.45154909,18.09143046,5
4,3868.203249,19.3227882,-2.18058167,7.70704188,0.45068153,18.17518407,5
4,3871.20342,19.79285627,-2.23594542,7.75280506,0.44966595,18.25485243,5
4,3874.203592,20.36309546,-2.26795654,7.8121726,0.44937813,18.33168532,5
4,3877.203763,20.90685585,-2.27608933,7.90498803,0.44907831,18.40715607,5
4,3880.235937,21.41859363,-2.38761219,8.02241862,0.44888279,18.48085512,5
4,3883.236108,21.87455757,-2.65598028,8.17555536,0.44906218,18.55072232,5
4,3886.269282,22.3039978,-2.90375977,8.36170062,0.44852484,18.61408911,5
4,3889.302455,22.74680205,-3.05509126,8.56054539,0.44846172,18.67157851,5
4,3892.302627,23.05326288,-2.98829883,8.71582281,0.44852919,18.72623024,5
4,3895.305799,23.3754117,-2.8784333,8.86220716,0.44842373,18.77850588,5
4,3898.333972,23.74602051,-2.76245437,9.01157184,0.44804926,18.82864793,5
4,3901.334144,24.05672193,-2.44657607,9.10260835,0.44816311,18.8785413,5
4,3904.348316,24.23084455,-2.0785198,9.16039773,0.4479774,18.93292631,5
4,3907.368489,24.3440591,-1.69424627,9.20667243,0.44784416,18.99287414,5
4,3910.36866,24.50092773,-1.31212478,9.25743717,0.44729308,19.05759495,5
4,3913.400834,24.65449015,-0.91287558,9.30309868,0.44696308,19.12750403,5
4,3916.433007,24.77989931,-0.47369486,9.34203012,0.44656453,19.20187976,5
4,3919.433179,24.99998503,-0.10732669,9.38874967,0.44604178,19.28063702,5
4,3922.433351,25.28307524,0.19733433,9.43450627,0.44529949,19.36268496,5
4,3925.434522,25.54031385,0.54194118,9.47039721,0.44410514,19.44873031,5
4,3928.465695,25.80457894,0.87655988,9.50056493,0.44298572,19.5381056,5
4,3931.465867,25.97656599,1.2434364,9.52072032,0.44160221,19.62977577,5
4,3934.466039,26.1891967,1.67463931,9.53644102,0.44082546,19.72355951,5
4,3937.46621,26.40120196,2.14105879,9.55035353,0.44018519,19.81926973,5
4,3940.500384,26.56850513,2.5328953,9.56092137,0.43899282,19.91765869,5
4,3943.532557,26.75323239,2.90236032,9.5687068,0.43764539,20.01918569,5
4,3946.564731,26.97743835,3.2491604,9.57142849,0.43668504,20.12240792,5
4,3949.564902,27.21144714,3.67502071,9.58224833,0.43555816,20.22734318,5
4,3952.597075,27.49026297,4.03212397,9.58037326,0.43452035,20.33218709,5
4,3955.597247,27.72112885,4.40209845,9.58801002,0.4337108,20.43418893,6
4,3958.599419,28.03646444,4.69965868,9.57569954,0.43327578,20.53198285,6
4,3961.629592,28.35887248,4.96577366,9.55799802,0.43214199,20.62304565,6
4,3964.630764,28.68218674,5.11296227,9.51778716,0.43143274,20.70462224,6
4,3967.662937,29.01275293,5.40526821,9.51204258,0.43107754,20.77884931,6
4,3970.664109,29.30846601,5.68847918,9.51291696,0.4308359,20.84452679,6
4,3973.695282,29.58307386,5.98725833,9.52653616,0.43056975,20.90241777,6
4,3976.695454,29.84575224,6.25003774,9.538336,0.43066413,20.95141694,6
4,3979.696626,30.15085507,6.52415156,9.55486506,0.43082891,20.99158359,6
4,3982.728799,30.53208066,6.75651872,9.55440082,0.43155052,21.02315911,6
4,3985.798975,30.91970651,6.94948047,9.54329438,0.43157216,21.04541307,6
4,3988.828148,31.33911714,7.11647804,9.52425706,0.43127922,21.05790689,6
4,3991.83132,31.79265039,7.21439107,9.48182109,0.43154756,21.05931383,6
4,3994.861493,32.21643786,7.33529692,9.45670705,0.43206641,21.05114477,6
4,3997.894667,32.64631435,7.40780015,9.41821978,0.43203997,21.03275447,6
4,4000.92784,33.1095572,7.48016408,9.38517857,0.43244241,21.00464944,6
4,4003.942012,33.47859374,7.59545688,9.38006074,0.43208364,20.96666938,6
4,4006.960185,33.72458409,7.67401125,9.37130084,0.43137254,20.91931436,6
4,4009.960357,34.04414026,7.72496062,9.35661963,0.43041551,20.86459414,6
4,4012.960528,34.4382984,7.75704745,9.34144622,0.43036482,20.80284818,6
4,4015.992702,34.82717347,7.8448995,9.35855764,0.43031997,20.73440133,6
4,4018.992873,35.19740412,7.98965963,9.41028127,0.43019574,20.65893504,6
4,4021.993045,35.59208112,8.08775067,9.45167048,0.42987989,20.57688352,6
4,4024.996217,36.02969509,8.19170925,9.51081607,0.42909216,20.48940109,6
4,4027.998388,36.47037615,8.23836666,9.55586,0.42834787,20.39614271,6
4,4031.026561,36.87887137,8.2457521,9.59182703,0.42837303,20.29736503,5
4,4034.058735,37.3287974,8.15389637,9.59426589,0.42812477,20.191266,5
4,4037.058907,37.75108032,8.02596029,9.58626295,0.42826213,20.07926012,5
4,4040.09108,38.19829407,7.90547449,9.59829859,0.42897613,19.96084189,5
4,4043.091251,38.61565697,7.73057647,9.59130637,0.43134765,19.83519641,5
4,4046.124425,39.02776242,7.67491833,9.65311984,0.43279169,19.70343641,5
4,4049.156599,39.46623768,7.55439569,9.70164186,0.43356464,19.56394618,5
4,4052.15677,39.89743869,7.37675854,9.73434836,0.43424832,19.41650133,5
4,4055.157942,40.30816492,7.19541437,9.77424254,0.43521929,19.26245008,5
4,4058.161113,40.67119954,6.98619189,9.79831293,0.43599924,19.10145767,5
4,4061.189287,40.98943075,6.76919009,9.81301471,0.43625327,18.933381,5
4,4064.189458,41.28187111,6.48738316,9.79928858,0.43619553,18.75733656,5
4,4067.222632,41.58494103,6.28125174,9.83127933,0.43578623,18.57460444,5
4,4070.255805,41.88944862,6.01262254,9.84612247,0.43587386,18.38488414,5
4,4073.255977,42.16009042,5.75437019,9.86043048,0.43621802,18.18709673,5
4,4076.28815,42.41510867,5.50680473,9.88127483,0.43625106,17.98138733,5
4,4079.288322,42.62125082,5.18683355,9.86138387,0.43628509,17.76887587,5
4,4082.288494,42.72222159,4.79572376,9.77719024,0.43688433,17.54932959,5
4,4085.321667,42.83499029,4.38249461,9.70189361,0.43642207,17.32515817,5
4,4088.322839,42.86401745,4.00119978,9.60823811,0.43605727,17.09677241,5
4,4091.359012,42.85300664,3.64978885,9.51425988,0.43669024,16.86553092,5
4,4094.387186,42.84049523,3.25705886,9.41991368,0.43776878,16.63362077,5
4,4097.388357,42.91065572,2.86509806,9.36984875,0.43925343,16.4015263,5
4,4100.41953,42.92153698,2.4473813,9.29863545,0.43935994,16.16734469,5
4,4103.419702,43.00024536,2.10082543,9.27524542,0.43955235,15.93280295,5
4,4106.453876,43.19704906,1.71341931,9.3047769,0.43986187,15.69900651,5
4,4109.486049,43.37580145,1.28512922,9.33149538,0.44025531,15.46487309,5
4,4112.486221,43.52567618,0.88556199,9.35882704,0.44082726,15.23094918,5
4,4115.519394,43.62802051,0.41556535,9.36761639,0.44169856,14.99956738,5
4,4118.552567,43.68423922,-0.05856396,9.36446184,0.44177743,14.77045204,5
4,4121.55374,43.73616115,-0.53405936,9.36978215,0.44268584,14.5441612,5
4,4124.584913,43.75854361,-1.01336964,9.37125162,0.44309668,14.32077119,5
4,4127.618086,43.74071524,-1.47877982,9.36264636,0.4439851,14.09973239,5
4,4130.618258,43.58849977,-1.88755188,9.29362398,0.44476438,13.88135071,5
4,4133.650431,43.46678463,-2.34760488,9.25223693,0.44521122,13.66712148,5
4,4136.650603,43.21382214,-2.72953811,9.15257523,0.44567135,13.45590212,5
4,4139.651774,42.9776793,-3.13064139,9.07339514,0.44574442,13.25156936,5
4,4142.683948,42.76875342,-3.54362328,9.01755765,0.44595264,13.05545734,5
4,4145.68412,42.5906714,-4.01726234,8.99355048,0.44585844,12.86741253,5
4,4148.716293,42.3218487,-4.43010966,8.93493627,0.44590396,12.68841718,5
4,4151.716465,42.12120434,-4.86773217,8.91734242,0.44594016,12.52370039,5
4,4154.718636,41.94454208,-5.27934192,8.91287284,0.44650649,12.37072514,5
4,4157.75981,41.78974609,-5.64515308,8.91650869,0.44805281,12.22897011,5
4,4160.781983,41.65815902,-5.99386364,8.93474487,0.44927947,12.09953872,5
4,4163.782155,41.50942245,-6.38499712,8.97020195,0.44957371,11.98253346,5
4,4166.782326,41.35831575,-6.80785929,9.02770375,0.44972728,11.87897312,5
4,4169.795499,41.24705258,-7.24149446,9.11612352,0.44988028,11.78889952,5
4,4172.814672,41.09443374,-7.65602395,9.19939505,0.45046282,11.71170318,5
4,4175.814843,40.94547381,-8.1253139,9.32169742,0.45046447,11.64906758,5
4,4178.848016,40.85423933,-8.5857541,9.47714137,0.45067694,11.60072905,5
4,4181.88019,40.72431844,-9.09572986,9.66050459,0.44872542,11.56636436,5
4,4184.881361,40.56559357,-9.57434998,9.83183997,0.44941057,11.54407792,5
4,4187.883533,40.32122817,-10.02146156,9.97644237,0.44646511,11.53509382,5
4,4190.913706,40.04462426,-10.48448254,10.14076695,0.44465823,11.54040574,5
4,4193.913878,39.74376075,-10.94586065,10.32120411,0.44435106,11.56053995,5
4,4196.946052,39.3700996,-11.25469884,10.40904058,0.4453982,11.59261823,5
4,4199.946223,38.95278618,-11.46123766,10.43871959,0.44655214,11.63642806,5
4,4202.946395,38.49558309,-11.69044992,10.49685006,0.44722713,11.69349695,5
4,4205.978568,38.03775606,-11.90181565,10.56606893,0.44769085,11.76209082,5
4,4208.97874,37.56396848,-11.96950446,10.55260828,0.44839057,11.83941245,5
4,4211.978911,37.139134,-11.86100566,10.43499917,0.44897724,11.92206892,5
4,4215.011085,36.72276303,-11.79237308,10.36348153,0.45035019,12.0108564,5
4,4218.013257,36.32580697,-11.66860017,10.27047755,0.45195861,12.10667177,5
4,4221.015428,35.93989098,-11.46537737,10.13846671,0.45331233,12.20813127,5
4,4224.0186,35.55149253,-11.23752761,10.00694073,0.45544957,12.31659684,5
4,4227.043773,35.1899199,-10.99868934,9.88208878,0.45786804,12.43348607,5
4,4230.043945,34.87574972,-10.70540383,9.73397308,0.45946463,12.55695204,5
4,4233.077118,34.52308124,-10.4021646,9.60173049,0.46040445,12.68710182,5
4,4236.07729,34.18779384,-10.12572559,9.49986909,0.46006845,12.82225246,5
4,4239.077461,33.76654082,-9.90438886,9.46128314,0.46113767,12.96210906,5
4,4242.109635,33.36473374,-9.62506837,9.40629255,0.46157366,13.10534811,5
4,4245.110806,32.9137194,-9.36439659,9.3929996,0.46207812,13.25387639,5
4,4248.14298,32.480896,-9.00681356,9.34767223,0.46252716,13.40802621,5
4,4251.145152,32.11858303,-8.66723807,9.31042297,0.46347691,13.567225,5
4,4254.148324,31.76708728,-8.35177569,9.2986366,0.46411431,13.73057682,5
4,4257.175497,31.38691806,-8.08047195,9.33280209,0.46398467,13.89954913,5
4,4260.175668,31.04146089,-7.7575143,9.34822851,0.46469094,14.07222032,5
4,4263.207841,30.69916091,-7.42783712,9.3755635,0.46515377,14.24863235,5
4,4266.208013,30.47680119,-7.04541277,9.34411997,0.46402104,14.42820051,5
4,4269.241187,30.29079728,-6.63658229,9.29938252,0.46378662,14.61169917,5
4,4272.27436,30.07187573,-6.18672573,9.27058363,0.46390388,14.79829329,5
4,4275.274532,29.87156648,-5.78724249,9.26262965,0.46370787,14.98922767,5
4,4278.274703,29.71339111,-5.35487046,9.23715516,0.4635448,15.18262217,5
4,4281.306877,29.64221889,-4.87200521,9.16985441,0.46415762,15.37918599,5
4,4284.310049,29.58281617,-4.38446583,9.11043031,0.46432982,15.57893513,5
4,4287.339222,29.60307879,-3.90588343,9.0280584,0.46445148,15.78083986,5
4,4290.339393,29.6588097,-3.45053885,8.94951383,0.46468727,15.98376308,5
4,4293.372567,29.71155628,-2.96861282,8.88486219,0.46373189,16.18898782,5
4,4296.40574,29.8054265,-2.54767485,8.82169979,0.46213967,16.39892883,5
4,4299.438914,29.9132588,-2.12057742,8.76696757,0.46138303,16.61214137,5
4,4302.439085,30.06684745,-1.6737567,8.71073618,0.46203758,16.82774189,5
4,4305.471259,30.28979376,-1.29064564,8.64769544,0.46198568,17.04616508,5
4,4308.47243,30.22656228,-0.88265613,8.70075943,0.46157054,17.27045565,5
4,4311.504604,30.04201835,-0.47634357,8.81104216,0.46175579,17.50289773,5
4,4314.504776,29.95898685,-0.05964929,8.89491733,0.46186682,17.74130333,5
4,4317.507947,29.90063244,0.35025039,8.97919485,0.46224147,17.9857761,5
4,4320.53712,29.80103542,0.75088094,9.09005533,0.46243015,18.23593284,5
4,4323.537292,29.54757792,1.14065813,9.27955691,0.4625542,18.49213084,5
4,4326.537464,29.26985357,1.49467919,9.49654931,0.46257058,18.75357659,5
4,4329.570637,29.01990037,1.88606466,9.73151476,0.46267371,19.01899723,5
4,4332.602811,28.93523531,2.0819615,9.84922567,0.4617703,19.2864622,5
4,4335.603982,29.44141177,1.93271136,9.56217669,0.45932532,19.55130829,5
4,4338.636156,29.56762841,2.00746351,9.54004493,0.45811246,19.81967694,5
4,4341.636327,29.64814097,2.27821772,9.58182147,0.4566947,20.09085543,5
4,4344.636499,29.70604829,2.69603475,9.67424448,0.45603973,20.365056,5
4,4347.636671,29.80037115,3.2079786,9.78313519,0.45620017,20.64352401,5
4,4350.639843,30.0360959,3.72709728,9.83894539,0.45622513,20.92503718,5
4,4353.668015,30.28887038,4.19731794,9.88517121,0.45574833,21.21009233,5
4,4356.668187,30.51172885,4.63970504,9.94755825,0.45547924,21.49815681,5
4,4359.701361,30.77846589,5.04952683,9.99015015,0.45566744,21.78751407,5
4,4362.701532,31.13481445,5.31412499,9.9524582,0.45619782,22.07793741,6
4,4365.734705,31.59643671,5.60084694,9.8942725,0.45699714,22.36913973,6
4,4368.766879,32.03008743,5.90095389,9.86654652,0.4586995,22.66067463,6
4,4371.770051,32.49541306,6.17776257,9.83222848,0.45954169,22.95149432,6
4,4374.799224,33.04032331,6.39820353,9.76493917,0.4599966,23.23993595,6
4,4377.800396,33.61857024,6.54772978,9.67763811,0.46108546,23.5280818,6
4,4380.801568,34.11932504,6.75059059,9.64517516,0.46193618,23.81788627,6
4,4383.804739,34.59295596,6.90419188,9.61307745,0.46237576,24.10942738,6
4,4386.831913,34.9661911,7.03270191,9.60394396,0.46308599,24.40326826,6
4,4389.833084,35.4111767,7.23622596,9.61457519,0.46302318,24.69536559,6
4,4392.833256,35.78263257,7.37109709,9.6197863,0.46182655,24.98700044,6
4,4395.865429,36.16361674,7.59788411,9.66309036,0.45982533,25.27883254,6
4,4398.865601,36.58662324,7.72978806,9.67046074,0.45863495,25.57070851,6
4,4401.899774,37.09925039,7.74430862,9.62840204,0.45844639,25.86017991,6
4,4404.931948,37.5182926,7.73612243,9.59871424,0.45830642,26.14898227,6
4,4407.965121,37.93873146,7.76690935,9.59049014,0.45868336,26.43697574,6
4,4410.997294,38.47213077,7.72931068,9.55596902,0.45853744,26.72005517,6
4,4413.999466,38.93377686,7.6261431,9.51368597,0.45843381,26.99850876,6
4,4417.002638,39.188755,7.36115774,9.44377739,0.45848445,27.27517213,6
4,4420.00581,39.4961481,7.02704235,9.37426037,0.45857434,27.55111243,6
4,4423.029983,39.91686954,6.77576468,9.33649526,0.45783424,27.82570039,6
4,4426.062156,40.28870704,6.50456427,9.31328699,0.45841549,28.09777965,4
4,4429.062328,40.52279082,6.12089103,9.29980657,0.45780634,28.36862047,4
4,4432.095501,40.83248669,5.73157087,9.31131528,0.45767471,28.63845162,4
4,4435.095673,41.10588263,5.321201,9.35223351,0.45716351,28.90968187,6
4,4438.129847,41.38335949,4.94151059,9.41860214,0.45667408,29.18233139,6
4,4441.16202,41.82035535,4.72199445,9.47708628,0.45695502,29.45632998,6
4,4444.162191,42.12925575,4.52330417,9.5465647,0.45736834,29.73114116,6
